0.9999999999999998,0,0,0,-0.09423751109289802,0,0,0,0,0,0,0,0,0,0,0,0.09389935586949144,0,0,0,0.08621512684741056,0,0,0,0,0,0,0,0,0,0,0,-0.1153890991597368,0.1060894598524555,0,0,0,0,0,0,0.09967849884895892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.0,-0.10154781737103591,0,0,0,0,0,0,-0.08587714236388569,0,0,0,0,0,0,0.10403893313227258,0,0,0,0,0,0,0,0,0,0.14555230526922522,0,0,0,0,0,0.08246637909891531,0,0,0,0,0,0,0,0.1075598434542175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09150018213872341,0,-0.09589714011207494,0,0,0,
0,-0.10154781737103585,1.0,-0.11115470000026034,0,0,0,0,0,0,-0.12257810663463638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1136393408885925,0,0,0,0,-0.12042790215621145,0,0.1186031771436063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11149137782554328,0,0,0,0,0,0,0,0,-0.08082460608016415,0,0,
0,0,-0.1111547000002603,1.0000000000000002,0,0,0,0,-0.10740892048914577,0,0.08976115304367208,0,0,0,-0.09569458694007797,0,0,0,0,0,0,-0.11327189177424,0,0,0,-0.10751586696836135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08733581386073873,0,0,0,0,0,0,0,0,0,0.09687902532109305,0,0,0,0,-0.07700450359292556,0,0,0.18543562093417262,0,
-0.094237511092898,0,0,0,1.0000000000000002,0.10635746763673826,0,0.08900829810033563,0,0,0,0,0,0,0,0,0,0,0,0,0.08496270219125863,0,0,0,0,0,0,0.1356295812156658,0,0,-0.0768893899607091,0,0,0,0.09975844310408463,0.09450033248083138,0,0,0,0,0,0.09142577636461208,-0.093975911536594,0,0,0,0,0.09633117443015204,0,0,0,0,0,0,0,0.0903311106561195,0.08990608637335266,0,0,0,
0,0,0,0,0.1063574676367382,1.0000000000000002,-0.1122036332489799,0,0,-0.09504307701621997,0,-0.11423361918372678,0,0,0,0.1063066802766005,0,-0.08087262773240121,0,0,0.08079594366522062,0,0.10346292273885069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0879867177554748,-0.0918099321899484,0,0,0.09373554160524439,0,0,0.08299961658656549,0,0,0,0,0,0,0,0,0,-0.07722833159817268,0,0,0.1288760790833699,0,
0,0,0,0,0,-0.11220363324897983,0.9999999999999998,0.08943705518525225,0,0,0,0,0,-0.12909747641671673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11359462309894515,0,0,0,0.11344439693653238,0,0,0,0,0,0,0,0.13262473389422627,0,0,0,0,0,0,-0.1165504143865677,0,-0.10657136217820376,0,0,0.09929943197367488,0,0,0,0.13493129306271726,-0.08407855754267318,0,0,0.08547912543282486,
0,0,0,0,0.08900829810033567,0,0.0894370551852523,1.0,0.09188572402030237,0.08886721084566397,-0.0820244211254055,-0.12645933361119455,-0.15228395993076793,0,0,0,0,0,0,0,-0.07888858449082932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12299328146344055,0,-0.10100571923586736,0,0,0.08388087565761818,-0.11502075094240008,-0.10527155351248074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,-0.10740892048914577,0,0,0,0.09188572402030239,1.0,0,0,0,0,0,0,0,0,0.0981266500803554,0,0,0,0,-0.08975126860564767,0,0,0,-0.08081105116710446,-0.08572246781110138,0,0.1365127283628093,-0.09575653708277405,0,0,0,0,0.13269873673068983,0,0,0,0,0,-0.08183648107849419,0,0,0,0,0,0,0,0,0,0,0,0,0.12657432398038235,0,0,0,0,0.10740252843772324,
0,-0.08587714236388569,0,0,0,-0.09504307701621996,0,0.08886721084566393,0,1.0,0,0,0,0,0,-0.09539950479843169,0,0,0,0,0,0,0,-0.10118124056441326,0.115149554618845,0,0,0,0,0,0.12038519556431238,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13883814084872334,0,0,0,-0.07623822341442071,0,0,0,0,-0.08205895560798912,0,0,0,0,0.1350507352383663,0,
0,0,-0.12257810663463639,0.08976115304367206,0,0,0,-0.0820244211254055,0,0,0.9999999999999999,0,0,0,0.08990271614646846,0,-0.08338109059327126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09630109701960883,-0.09905044504493243,0,0,-0.08263356385662239,0,0.0921750173561306,0,0.12161536366142903,0,0,0.08326871256937114,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,-0.11423361918372679,0,-0.1264593336111945,0,0,0,1.0000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10544479961286587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10102981922450655,0,-0.12238445177026813,0,-0.0961268260652132,0,-0.0858531873758227,0,
0,0,0,0,0,0,0,-0.1522839599307679,0,0,0,0,1.0,0,0,0,0.12350330629746743,0,0,0.1683309718219162,0,0,0,0,0,0,0,0,0,0.09395076061882907,0,0,0,0,-0.07899717407427789,0,0,0,0,0,0,0,0,0,-0.0837667190608572,0,0,0,0,0,0.09946172374100595,0,0,0,0,0,0,0,0,-0.0965609130277302,
0,0,0,0,0,0,-0.12909747641671673,0,0,0,0,0,0,0.9999999999999998,0,0,-0.07714920952497539,0,0.09116301184571167,0,-0.08690623681514194,0,0,0,0,0,0,0,0,0,0,0.10533030710253694,0,0,0,-0.08732909961962108,-0.12589788564984855,-0.08363890203276539,0,-0.09619078826866334,0,0,0,0,0,0,-0.09062556458298923,0,0,0,0,0,0,0,0,0,0,0,0,0,
