1.0,0.09378959003897068,0,0,0,0.05499435667260896,0,0,0,0,0,0,0.07604269126590894,0.11480452586428186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06718273895856257,0.05422839701215012,-0.09803178082944589,0,0,-0.10434619109733598,0,0,0,0,0,0,0.07304975215553783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05856639011589032,0,0.07770994689908714,0,0,0.08654364943118528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06956594232975294,0,0,0,0,0,0,0,0,0,0,0,
0.09378959003897064,1.0000000000000002,0,0,0,0.0552640765526053,0,0,0.07797510759246193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07041067488469913,0,-0.13202207675595845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058050588757811356,0,0,0,0,-0.09387359461380959,0,0,0,-0.0906578857893596,0,0,0.07680127184724311,0,0,0,0,0,0,0,0,0,0,0.08869874498502378,0.09137968935653448,0,0,0,-0.09960239374057096,0,0.07495198447334661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1.0000000000000004,0,0,0,0,0,0,0,0.07506159136764193,0,0,0,0,0.07895653814482823,0,0,0,0.06291424357104333,0,0,0,0.0546607156031228,0,0,0,0,0,0.06313135349322142,0.0584248411367957,0,0,0,0,0,0,0,0.07211183683398367,0,0,0,0,0,0,-0.11573378531502049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057857665619210026,0,0,0,0,0,0,0,0,0,0,0,0,0.05655374835855702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06314732064201375,0,0,0,0,0,0,0,0,0,0.09558511178652834,0,0,0,0,0,0,0,0.05753721792193257,0,0,0.08606940475974353,0,0,0,0,0,0,0,0,
0,0,0,1.0,0.0663220349942835,0,0,0,0,0,0.06289704601348232,0.06476397340946517,0,0,0,0,0,0,0,0,0,0,0.09542116670709055,0,0,0.06626469080274111,0,0,0,0,0,0,0,-0.11847090564908212,0,0,0.07910929115749674,0,0,0,0,0,0.05322533165325247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07205863154289832,0,0.07535225870736124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05988537048080153,0,0,0,0,0,0,0.05820877965418206,0,0,0,0,0,
0,0,0,0.06632203499428344,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055689584616736225,0,0.07308642953945753,0,0,0,0,0,0,0,0,0,0,0.05468972402121941,0.06433198677732564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10378456424627164,0.053211807879327985,0,0,0,0,0,0,0.06358867326134293,0,0,0,0,0,0,0,0,0,0,0,0.06817309633886838,0,0,0,0,0,0,-0.09034676429742951,0,0,0,0,0,0,0,0,0,0,0,0,0.0686898798863424,0,0,0,0,0,0,0,0.07233571203077704,0,0,0,0,0,0.07010265691214879,0,0.08468841909659497,0,0,0,0,0,0,0,0,
0.05499435667260898,0.05526407655260531,0,0,0,1.0000000000000002,0,0,0,0,0,0.08486590018057255,0.06732566707607185,0,0,0,0.10227005116117074,0,0,0.09281280469892045,0,0,0,0,0,0,0,0,0,0,0,-0.09987423645166991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07107495219005197,0,0,0,0,0,0,0,0,0,0,0.05956399506339004,0,0,0,0,0,0,0.056098899581703325,0,0,0,0,0,0.06531289606784826,0,0,0,0,0,0.0547761122571162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056425291750492185,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0.9999999999999998,0,0.06980742557418175,0,0,0.11344820395892556,0,0,0,0,0,0,0,0,0,0,-0.10223122694114117,0.08454202253717931,0,0,0,0,0,0,0.07521561240343427,0,0,0,0,0,0,0,0,0,0,0,0.08020345621779319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05742647655804664,0,0,0,0,0,0,0,0,0.07496034839510556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06697831192848927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0.9999999999999998,0,0,0,0,0,0,0.07612552098286075,0,0,0,0,0,0,0.06600193000086303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05637882188786086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06356211784637825,0,0,0,0,0,0,0,0,0,0,0.06850726739519576,0,0,0,0,0,0,0,0,0,0.05513943409039803,0,0,0.056052075862256544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05306710839776085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065993146406155,0,0,
0,0.07797510759246196,0,0,0,0,0.06980742557418174,0,0.9999999999999999,0.06682192805560672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07930641562542434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06674631648240181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09179949415958386,0,0.06183097934126733,0,0,0,0,0,0,0,0.0840690358219615,0,0,0,0,0,0,0,0,0.07243783158050653,0,0,0,0,0.05327189163561212,0,0,-0.09787651096031419,0,0,0,0,0,0,0.07066183162428545,0,0,0,0.06886505511051025,0,0,0,0,0,0.06745234538674072,0,0,0,0,-0.09561542264209527,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.06682192805560672,1.0,0,0,0,0,0,0,0.0531231167962569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07278180377631072,0,0,0.06366986500860372,0,0,0,0.07312909176368686,0,0,-0.09438020422134873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055852782838135155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1304810695328639,0,0,0,0,0,0,0.05320152494986093,0,0,0,0,0.06278443824334297,0,0,0,0.05775406123201683,0,0,0,0,0,0,0,0,0,0,0,0,0.06292038682033463,0,0,0,0,0,0,0,
